Date,dsp_toxins_Mexilhão,asp_toxins_Mexilhão,psp_toxins_Mexilhão
2017-01-29,29.0,1.8,71.0
2017-02-05,74.0,1.8,71.0
2017-02-12,,,71.0
2017-02-19,36.0,1.8,71.0
2017-02-26,103.0,1.8,71.0
2017-03-05,36.0,1.8,71.0
2017-03-12,132.0,1.8,71.0
2017-03-19,36.0,1.8,71.0
2017-03-26,36.0,4.3,71.0
2017-04-02,36.0,2.7,71.0
2017-04-09,,,71.0
2017-04-16,,,71.0
2017-04-23,87.0,1.8,71.0
2017-04-30,273.0,1.8,71.0
2017-05-07,,,71.0
2017-05-14,,,71.0
2017-05-21,78.0,1.8,71.0
2017-05-28,100.0,1.8,71.0
2017-06-04,51.0,1.8,71.0
2017-06-11,134.0,1.8,71.0
2017-06-18,,,71.0
2017-06-25,130.0,1.8,71.0
2017-07-02,138.0,1.8,71.0
2017-07-09,69.0,1.8,71.0
2017-07-16,,,71.0
2017-07-23,137.0,,71.0
2017-07-30,73.0,1.8,71.0
2017-08-06,84.0,1.8,71.0
2017-08-13,,,71.0
2017-08-20,73.0,1.8,71.0
2017-08-27,150.0,1.8,71.0
2017-09-03,123.0,1.8,71.0
2017-09-10,478.0,1.8,71.0
2017-09-17,,,71.0
2017-09-24,49.0,1.8,71.0
2017-10-01,92.0,1.8,71.0
2017-10-08,85.0,1.8,71.0
2017-10-15,,,71.0
2017-10-22,129.0,1.8,71.0
2017-10-29,75.0,1.8,71.0
2017-11-05,,,71.0
2017-11-12,90.0,1.8,71.0
2017-11-19,88.0,1.8,71.0
2017-11-26,67.0,1.8,71.0
2017-12-03,50.0,1.8,71.0
2017-12-10,34.0,1.8,71.0
2017-12-17,50.0,1.8,71.0
2017-12-24,36.0,1.8,71.0
2017-12-31,,,138.0
2018-01-07,36.0,1.8,205.0
2018-01-14,36.0,1.8,83.0
2018-01-21,36.0,1.8,72.0
2018-01-28,36.0,1.8,48.0
2018-02-04,36.0,1.8,53.0
2018-02-11,36.0,1.8,34.0
2018-02-18,36.0,1.8,71.0
2018-02-25,36.0,2.2,71.0
2018-03-04,,,71.0
2018-03-11,36.0,1.8,71.0
2018-03-18,36.0,1.8,71.0
2018-03-25,36.0,1.8,71.0
2018-04-01,,,71.0
2018-04-08,36.0,1.8,71.0
2018-04-15,,,71.0
2018-04-22,36.0,1.8,71.0
2018-04-29,147.0,1.8,66.0
2018-05-06,145.0,1.8,34.0
2018-05-13,123.0,1.8,71.0
2018-05-20,132.0,1.8,71.0
2018-05-27,234.0,1.8,71.0
2018-06-03,141.0,1.8,71.0
2018-06-10,36.0,1.8,71.0
2018-06-17,36.0,1.8,71.0
2018-06-24,36.0,1.8,71.0
2018-07-01,550.0,1.8,71.0
2018-07-08,382.0,1.8,71.0
2018-07-15,291.0,1.8,71.0
2018-07-22,450.0,1.8,71.0
2018-07-29,488.0,1.8,71.0
2018-08-05,339.0,1.8,71.0
2018-08-12,,,71.0
2018-08-19,241.0,1.8,71.0
2018-08-26,227.0,1.8,71.0
2018-09-02,227.0,1.8,71.0
2018-09-09,26.0,1.8,71.0
2018-09-16,34.0,1.8,71.0
2018-09-23,25.0,1.8,71.0
2018-09-30,36.0,1.8,71.0
2018-10-07,36.0,1.8,71.0
2018-10-14,36.0,1.8,71.0
2018-10-21,36.0,1.8,29.0
2018-10-28,36.0,1.8,71.0
2018-11-04,36.0,1.8,71.0
2018-11-11,,,71.0
2018-11-18,36.0,1.8,71.0
2018-11-25,36.0,1.8,71.0
2018-12-02,36.0,1.8,71.0
2018-12-09,36.0,1.8,71.0
2018-12-16,,,71.0
2018-12-23,,,71.0
2018-12-30,38.0,1.8,71.0
2019-01-06,,,71.0
2019-01-13,36.0,1.8,71.0
2019-01-20,36.0,1.8,50.0
2019-01-27,36.0,1.8,71.0
2019-02-03,36.0,1.8,71.0
2019-02-10,36.0,1.8,71.0
2019-02-17,36.0,1.8,71.0
2019-02-24,36.0,1.8,71.0
2019-03-03,36.0,1.8,71.0
2019-03-10,,,71.0
2019-03-17,36.0,1.8,71.0
2019-03-24,,,71.0
2019-03-31,36.0,43.0,71.0
2019-04-07,36.0,1.8,71.0
2019-04-14,36.0,4.0,71.0
2019-04-21,36.0,1.8,71.0
2019-04-28,,1.8,71.0
2019-05-05,36.0,1.8,71.0
2019-05-12,74.0,2.0,71.0
2019-05-19,69.0,1.8,71.0
2019-05-26,141.0,5.0,71.0
2019-06-02,146.0,8.0,71.0
2019-06-09,299.0,1.8,71.0
2019-06-16,127.0,1.8,71.0
2019-06-23,89.0,1.8,71.0
2019-06-30,144.0,1.8,71.0
2019-07-07,36.0,,71.0
2019-07-14,148.0,1.8,71.0
2019-07-21,142.0,1.8,71.0
2019-07-28,178.0,1.8,71.0
2019-08-04,,,71.0
2019-08-11,136.0,1.8,71.0
2019-08-18,82.0,1.8,71.0
2019-08-25,85.0,1.8,71.0
2019-09-01,523.0,1.8,71.0
2019-09-08,527.0,1.8,71.0
2019-09-15,251.0,1.8,71.0
2019-09-22,103.0,1.8,71.0
2019-09-29,83.0,1.8,71.0
2019-10-06,132.0,1.8,71.0
2019-10-13,,,71.0
2019-10-20,,,71.0
2019-10-27,,,71.0
2019-11-03,122.0,1.8,71.0
2019-11-10,139.0,1.8,71.0
2019-11-17,36.0,1.8,71.0
2019-11-24,36.0,3.0,71.0
2019-12-01,36.0,1.8,71.0
2019-12-08,36.0,1.8,71.0
2019-12-15,36.0,1.8,71.0
2019-12-22,36.0,1.8,71.0
2019-12-29,36.0,1.8,71.0
2020-01-05,,,71.0
2020-01-12,36.0,1.8,71.0
2020-01-19,76.0,1.8,71.0
2020-01-26,36.0,1.8,71.0
2020-02-02,36.0,1.8,71.0
2020-02-09,127.0,1.8,71.0
2020-02-16,,1.8,71.0
2020-02-23,,,71.0
2020-03-01,196.0,1.8,71.0
2020-03-08,100.0,1.8,71.0
2020-03-15,116.0,1.8,71.0
2020-03-22,36.0,5.0,71.0
2020-03-29,,,71.0
2020-04-05,65.0,1.8,71.0
2020-04-12,,,71.0
2020-04-19,36.0,1.8,71.0
2020-04-26,,,71.0
2020-05-03,68.0,1.8,71.0
2020-05-10,,,71.0
2020-05-17,36.0,1.8,71.0
2020-05-24,,,71.0
2020-05-31,140.0,1.8,71.0
2020-06-07,555.0,1.8,71.0
2020-06-14,412.0,1.8,71.0
2020-06-21,116.0,1.8,71.0
2020-06-28,102.0,1.8,71.0
2020-07-05,,,71.0
2020-07-12,74.0,1.8,71.0
2020-07-19,94.0,1.8,71.0
2020-07-26,116.0,1.8,71.0
2020-08-02,61.0,1.8,71.0
2020-08-09,,,71.0
2020-08-16,,,71.0
2020-08-23,,,71.0
2020-08-30,,,71.0
2020-09-06,,,71.0
2020-09-13,137.0,,71.0
2020-09-20,,,71.0
2020-09-27,77.0,1.8,71.0
2020-10-04,,,71.0
2020-10-11,,,71.0
2020-10-18,,,71.0
2020-10-25,128.0,1.8,71.0
2020-11-01,91.0,1.8,71.0
2020-11-08,12.0,,71.0
2020-11-15,76.0,1.8,71.0
2020-11-22,,,71.0
2020-11-29,57.0,1.8,71.0
2020-12-06,58.0,,71.0
2020-12-13,36.0,1.8,71.0
2020-12-20,36.0,1.8,71.0
2020-12-27,36.0,1.8,71.0
2021-01-03,36.0,1.8,71.0
